,module,gene,num positive,num negative,avg positive,avg negative
0,1,A1BG,228,22,0.08549655187469836,-0.02296786835618472
1,1,ARHGAP33,239,11,0.10543954590103621,-0.03339736309251868
2,1,ATP1A3,232,18,0.09805028973263866,-0.022336051416821084
3,1,C19orf12,232,18,0.09366640524990787,-0.0271456200385659
4,1,C19orf73,230,20,0.08280304319626196,-0.027368378901404995
5,1,C5AR1,247,3,0.13614804100685202,-0.005410783276825738
6,1,C5AR2,244,6,0.12909610240308056,-0.0190832366145291
7,1,CABP5,236,14,0.09542412821841076,-0.03190206496978658
8,1,CALM3,232,18,0.10498518475178623,-0.01919522009373415
9,1,CATSPERG,236,14,0.12099279354064893,-0.016689937564175097
10,1,CBLC,222,28,0.09685416706603632,-0.019581093255565073
11,1,CCDC61,227,23,0.09488201178084776,-0.02202198575193531
12,1,CEACAM21,241,9,0.12489102566373594,-0.028304947768609354
13,1,CEACAM4,243,7,0.12288314895636775,-0.012634392240274298
14,1,CEACAM5,248,2,0.12844541504288934,-0.00966474859044349
15,1,CEACAM6,247,3,0.14785224061839922,-0.00882553771335654
16,1,CEACAM7,243,7,0.126139207044429,-0.03536905030116706
17,1,CLC,243,7,0.13782278971742357,-0.01029292257764522
18,1,COX6B2,218,32,0.06818757258019835,-0.021792965110909203
19,1,CRX,225,25,0.10966079993894791,-0.035097172450026755
20,1,CYP2A13,248,2,0.16499023593585738,-0.010601901400676305
21,1,CYP2B6,241,9,0.13155172788753153,-0.027866718103159455
22,1,CYP2S1,244,6,0.13965379499888095,-0.029542136619033987
23,1,CYTH2,233,17,0.09964388504395104,-0.020283675396446172
24,1,DKKL1,234,16,0.08547460153918267,-0.018921769562824993
25,1,DPRX,228,22,0.07880375545603245,-0.026011283633056447
26,1,EID2,241,9,0.13019040233576068,-0.024266700430603017
27,1,EID2B,245,5,0.13057638838639715,-0.016967016955442664
28,1,EML2,246,4,0.13154811938085517,-0.028873690282398907
29,1,ERVV-1,243,7,0.11011140827900961,-0.019946629362595027
30,1,ERVV-2,243,7,0.0998404619119748,-0.01603697663464992
31,1,ETV2,242,8,0.11450803301239389,-0.021285239624960702
32,1,FBXO27,241,9,0.10719292906355936,-0.032357517366485164
33,1,FCAR,229,21,0.08670385577674106,-0.023700680837099433
34,1,FFAR2,247,3,0.15170777935751087,-0.0017494093796779225
35,1,FFAR3,247,3,0.1550682381893015,-0.014679631219222361
36,1,FLT3LG,241,9,0.10825357309805712,-0.02831426871641042
37,1,FPR1,247,3,0.10800305587004003,-0.01241602990256248
38,1,FPR2,245,5,0.11227046868105496,-0.027956070757536977
39,1,FPR3,240,10,0.11270066175372571,-0.029254901624840533
40,1,FUT1,245,5,0.09225212872219013,-0.0218012317612443
41,1,FUT2,241,9,0.10928175258823526,-0.012729942839194248
42,1,FUZ,239,11,0.09231965219116552,-0.02381385633082173
43,1,GAPDHS,224,26,0.08082301607660804,-0.028198733212852007
44,1,GP6,242,8,0.10278029116390246,-0.021614489255366354
45,1,GPR32,249,1,0.13717544370395743,-0.0163162508712581
46,1,GRAMD1A,236,14,0.10229504191282311,-0.02629809498526369
47,1,HKR1,245,5,0.1320113279884716,-0.018442661181548966
48,1,IFNL1,244,6,0.13603543294138165,-0.015142074862295856
49,1,IFNL2,239,11,0.13107872029429643,-0.02732656719836546
50,1,IFNL3,243,7,0.15196157430266652,-0.045749598159749064
51,1,IGFL1,232,18,0.11160074844907299,-0.029631758721469018
52,1,IGFL2,244,6,0.10903439923416534,-0.03363627512048738
53,1,IGFL3,240,10,0.11170572247938676,-0.02163809495540538
54,1,IGFL4,234,16,0.11235687800493517,-0.022640361458553936
55,1,ISOC2,238,12,0.09382397215820784,-0.021272589066589367
56,1,KIR2DL1,250,0,0.157462794730502,0.0
57,1,KIR2DL3,247,3,0.1388598737036686,-0.011280619973632383
58,1,KIR2DL4,227,23,0.09610034241443789,-0.018471638763415704
59,1,KIR3DL1,237,13,0.09030040524592552,-0.017206488869360805
60,1,KIR3DL2,232,18,0.07307780934809548,-0.021887057888143612
61,1,KLK11,249,1,0.12647814149591555,-0.0031756838633308026
62,1,KLK2,215,35,0.07390578870059876,-0.023639008394317877
63,1,KLK3,248,2,0.1375291717097492,-0.041141333721837835
64,1,KLK4,240,10,0.11030146200511005,-0.017845229480587775
65,1,KLK5,232,18,0.09814586737519668,-0.01968715999896295
66,1,KLK6,248,2,0.11280239297458775,-0.025345575956428876
67,1,KLK7,247,3,0.10014946159237263,-0.019001458479602617
68,1,LAIR1,244,6,0.1217935270313138,-0.028781262702305868
69,1,LAIR2,247,3,0.12685519198513753,-0.014492743274922018
70,1,LGALS13,244,6,0.1427009504854761,-0.01399093196406725
71,1,LGALS14,246,4,0.16318236056755964,-0.011001907070592908
72,1,LGALS16,240,10,0.12034992317809093,-0.0362505800157547
73,1,LGALS7B,239,11,0.11894541327761188,-0.01724514985691346
74,1,LILRA1,242,8,0.11467138348287537,-0.018264070639190572
75,1,LILRA2,243,7,0.10131456733037608,-0.0181208806552793
76,1,LILRA4,240,10,0.11728249955219906,-0.012212799204310499
77,1,LILRA5,245,5,0.09525680544365377,-0.03349124059134414
78,1,LILRB1,241,9,0.09207826886073998,-0.017777491659114495
79,1,LILRB2,246,4,0.12305676189498302,-0.011293345158039217
80,1,LILRB4,233,17,0.09996525163994135,-0.022605260382959638
81,1,LILRB5,247,3,0.12062562956781828,-0.051512486423228976
82,1,LIPE,230,20,0.10525619891301587,-0.030160285999513932
83,1,LYPD4,227,23,0.09794748221012321,-0.02145441261782662
84,1,MAG,240,10,0.11988957845421601,-0.02086842134639923
85,1,MAP4K1,238,12,0.09535527666486573,-0.029131149953893595
86,1,MSRB1,235,15,0.09838507510903223,-0.02516255686086599
87,1,MYBPC2,226,24,0.07810763989988383,-0.033300568613120723
