,module,gene,num positive,num negative,avg positive,avg negative
0,1,A1BG,10,0,0.15644373133733555,0.0
1,1,ACR,10,0,0.16541964944795592,0.0
2,1,ANHX,10,0,0.151139995091881,0.0
3,1,MZF1,10,0,0.1576759491875952,0.0
4,1,SLC27A5,10,0,0.1676888606479848,0.0
5,1,ZBTB45,10,0,0.1845846822302138,0.0
6,1,ZNF132,10,0,0.21186119038330622,0.0
7,1,ZNF324,10,0,0.22349003594751693,0.0
8,1,ZNF324B,10,0,0.22361833089482258,0.0
9,1,ZNF497,10,0,0.17690078718380128,0.0
10,1,ZSCAN22,10,0,0.1441987628526177,0.0
11,2,A1CF,22,0,0.12100133906662207,0.0
12,2,AGAP5,21,1,0.16520728999775855,-0.021515113645981448
13,2,AGAP9,19,3,0.10146713305334243,-0.04352454704350756
14,2,ANXA8L1,21,1,0.1379369812061521,-0.019897377653828898
15,2,CALHM3,22,0,0.1059078484748627,0.0
16,2,CFAP70,22,0,0.08279427620782,0.0
17,2,DUPD1,22,0,0.1160630770392693,0.0
18,2,DUSP13,21,1,0.12392874364821924,-0.05115154210826129
19,2,GPRIN2,22,0,0.15789071932031307,0.0
20,2,HKDC1,22,0,0.09589665246465945,0.0
21,2,IFIT1B,22,0,0.1345279708598618,0.0
22,2,NUTM2A,22,0,0.17545986564042754,0.0
23,2,NUTM2B,22,0,0.15541509308507367,0.0
24,2,PTPN20,22,0,0.17235497198673824,0.0
25,2,SFTPA1,22,0,0.17370839104433072,0.0
26,2,SFTPA2,22,0,0.1906098110425616,0.0
27,2,SYNPO2L,20,2,0.11113346642448954,-0.03890218151505443
28,2,SYT15,22,0,0.16125250665370425,0.0
29,2,UNC5B,22,0,0.09422962406959275,0.0
30,2,WASHC2C,22,0,0.12980474628148977,0.0
31,2,ZNF239,22,0,0.17962802856441898,0.0
32,2,ZNF32,22,0,0.11326233957801354,0.0
33,2,ZNF33B,22,0,0.1507551858190602,0.0
34,3,A2M,7,0,0.12499804957819172,0.0
35,3,CLEC6A,7,0,0.1368063871849828,0.0
36,3,GYS2,7,0,0.1154296616823187,0.0
37,3,PKP2,7,0,0.12161038026427214,0.0
38,3,SLCO1B1,7,0,0.13631305952002168,0.0
39,3,SLCO1B3,7,0,0.12615288339290454,0.0
40,3,SLCO1B7,7,0,0.09205256201241153,0.0
41,3,SLCO1C1,7,0,0.12737157986219477,0.0
42,4,DUS2,6,0,0.11112691383463646,0.0
43,4,METTL1,6,0,0.17064084646159436,0.0
44,4,NSUN2,6,0,0.13919597239767642,0.0
45,4,PUS3,6,0,0.17137273326829594,0.0
46,4,THUMPD1,6,0,0.14217795234719105,0.0
47,4,TRMT1,6,0,0.12601923198452966,0.0
48,4,XPOT,6,0,0.15120642291547468,0.0
49,5,ADORA2A,78,1,0.11649335293783694,-0.012681566044192962
50,5,AIFM3,77,2,0.13614873433079103,-0.007403655908022765
51,5,APOBEC3A,76,3,0.15128725331454698,-0.012625721451171823
52,5,APOBEC3B,77,2,0.09339836095627792,-0.021790826744520812
53,5,APOBEC3C,76,3,0.11472608677385461,-0.017277674490738415
54,5,APOBEC3D,78,1,0.14153202943714227,-0.058908385550160876
55,5,APOBEC3F,73,6,0.08825344346964864,-0.009232327787810095
56,5,APOBEC3G,78,1,0.14611792850139604,-0.013382940278464699
57,5,APOL1,79,0,0.15816301540815225,0.0
58,5,APOL2,77,2,0.12027695287602996,-0.023774486379877693
59,5,APOL5,77,2,0.11622451472807796,-0.010562058052493354
60,5,ARHGAP8,75,4,0.08509366479057204,-0.04432679213437778
61,5,BCL2L13,61,18,0.08143493332243988,-0.03265271814932489
62,5,C22orf15,77,2,0.11375174680386624,-0.03083869634452037
63,5,C22orf23,73,6,0.10025320358077222,-0.04514936907725824
64,5,CACNA1I,75,4,0.09600911208422666,-0.009659489621847586
65,5,CBY1,73,6,0.08995532139080765,-0.03548228599949126
66,5,CCDC116,77,2,0.10897162486347209,-0.005715525372241272
67,5,CCDC157,73,6,0.09204885529158766,-0.02935627198437812
68,5,COMT,68,11,0.07651093534505164,-0.024930607267949403
69,5,CRYBA4,78,1,0.1364755664251248,-0.0042832529126245284
70,5,CRYBB1,78,1,0.12513755819833636,-0.018112430344607983
71,5,CRYBB3,77,2,0.1269628385928043,-0.03850677382152241
72,5,CYTH4,74,5,0.09014587173556185,-0.022895246533947096
73,5,DGCR6,79,0,0.1324479299434152,0.0
74,5,DGCR6L,73,6,0.14875235969492523,-0.015808268788947855
75,5,DRICH1,75,4,0.10169914425800002,-0.012127468775606554
76,5,EMID1,78,1,0.1161969089347079,-0.02988758577799927
77,5,FOXRED2,78,1,0.12691904350776703,-0.024773355184132952
78,5,GAL3ST1,77,2,0.1116204637909562,-0.012215723586763878
79,5,GGT1,71,8,0.09086992805135262,-0.01787561553953804
